Business_ID,Month,Sales,Taxable_Sales,GST_Paid,GST_Liability,Return_Filing_Date,Filed_On_Time,Late_Days,Input_Tax_Credit,Output_Tax,Refund
MSME013,2025-11,791682.22,706859.12,33496.16,33496.16,2025-12-20,Yes,0,51326.93,84823.1,0.0
MSME013,2025-12,810823.54,723949.59,33448.19,33448.19,2026-01-20,Yes,0,53425.76,86873.95,0.0
MSME013,2026-01,861614.21,769298.4,29485.12,29485.12,2026-02-20,Yes,0,62830.69,92315.81,0.0
MSME013,2026-02,845789.28,755169.0,26761.52,26761.52,2026-03-20,Yes,0,63858.76,90620.28,0.0
MSME013,2026-03,863121.05,770643.79,38750.33,38750.33,2026-04-20,Yes,0,53726.93,92477.26,0.0
MSME013,2026-04,823283.51,735074.56,26294.79,26294.79,2026-05-20,Yes,0,61914.16,88208.95,0.0
MSME013,2026-05,865305.13,772593.87,39247.82,39247.82,2026-06-20,Yes,0,53463.44,92711.26,0.0
MSME013,2026-06,831942.48,742805.79,24124.23,24124.23,2026-07-20,Yes,0,65012.46,89136.69,0.0
MSME014,2025-07,814431.02,775648.59,15439.18,15439.18,2025-08-20,Yes,0,23343.25,38782.43,0.0
MSME014,2025-08,891210.86,848772.25,12133.0,12133.0,2025-09-20,Yes,0,30305.61,42438.61,0.0
MSME014,2025-09,769174.72,732547.35,11797.11,11797.11,2025-10-20,Yes,0,24830.26,36627.37,0.0
MSME014,2025-10,1114501.51,1061430.01,19050.18,19050.18,2025-11-20,Yes,0,34021.32,53071.5,0.0
MSME014,2025-11,1026673.17,977783.97,14893.28,14893.28,2025-12-20,Yes,0,33995.92,48889.2,0.0
MSME014,2025-12,825754.02,786432.4,15448.83,15448.83,2026-01-20,Yes,0,23872.79,39321.62,0.0
MSME014,2026-01,648975.36,618071.77,9389.02,9389.02,2026-02-20,Yes,0,21514.57,30903.59,0.0
MSME014,2026-02,713397.97,679426.64,15052.83,15052.83,2026-03-20,Yes,0,18918.51,33971.33,0.0
MSME014,2026-03,893555.07,851004.83,14818.8,14818.8,2026-04-20,Yes,0,27731.44,42550.24,0.0
MSME014,2026-04,942558.19,897674.47,14490.41,14490.41,2026-05-20,Yes,0,30393.32,44883.72,0.0
MSME014,2026-05,790820.7,753162.57,13645.67,13645.67,2026-06-20,Yes,0,24012.46,37658.13,0.0
MSME014,2026-06,1017856.06,969386.72,12650.01,12650.01,2026-07-20,Yes,0,35819.33,48469.34,0.0
MSME015,2025-07,309939.53,295180.5,3948.25,3948.25,2025-08-20,Yes,0,10810.78,14759.03,0.0
MSME015,2025-08,324485.78,309034.08,4857.9,4857.9,2025-09-20,Yes,0,10593.81,15451.7,0.0
MSME015,2025-09,363642.08,346325.79,6786.5,6786.5,2025-10-20,Yes,0,10529.79,17316.29,0.0
MSME015,2025-10,551752.11,525478.2,9284.16,9284.16,2025-11-20,Yes,0,16989.75,26273.91,0.0
MSME015,2025-11,500024.52,476213.83,5983.84,5983.84,2025-12-20,Yes,0,17826.85,23810.69,0.0
MSME015,2025-12,309565.3,294824.1,3929.13,3929.13,2026-01-20,Yes,0,10812.07,14741.2,0.0
MSME015,2026-01,316990.8,301896.0,3811.07,3811.07,2026-02-20,Yes,0,11283.73,15094.8,0.0
MSME015,2026-02,267202.74,254478.8,3463.44,3463.44,2026-03-20,Yes,0,9260.5,12723.94,0.0
MSME015,2026-03,322368.03,307017.17,4125.88,4125.88,2026-04-20,Yes,0,11224.98,15350.86,0.0
MSME015,2026-04,340756.46,324529.96,5121.67,5121.67,2026-05-20,Yes,0,11104.83,16226.5,0.0
MSME015,2026-05,309835.2,295081.14,4400.65,4400.65,2026-06-20,Yes,0,10353.4,14754.06,0.0
MSME015,2026-06,323295.86,307900.82,6461.48,6461.48,2026-07-20,Yes,0,8933.56,15395.04,0.0
MSME016,2025-07,1066250.63,1015476.79,18265.06,18265.06,2025-08-20,Yes,0,32508.78,50773.84,0.0
MSME016,2025-08,1044561.57,994820.54,19131.48,19131.48,2025-09-20,Yes,0,30609.55,49741.03,0.0
MSME016,2025-09,1031854.01,982718.1,15020.69,15020.69,2025-10-20,Yes,0,34115.22,49135.91,0.0
MSME016,2025-10,1018173.71,969689.25,19728.16,19728.16,2025-11-20,Yes,0,28756.3,48484.46,0.0
MSME016,2025-11,1093257.57,1041197.69,17993.74,17993.74,2025-12-20,Yes,0,34066.14,52059.88,0.0
MSME016,2025-12,1095928.79,1043741.7,17962.93,17962.93,2026-01-20,Yes,0,34224.15,52187.09,0.0
MSME016,2026-01,1033900.38,984667.03,13769.02,13769.02,2026-02-20,Yes,0,35464.34,49233.35,0.0
MSME016,2026-02,1048546.93,998616.12,12575.26,12575.26,2026-03-20,Yes,0,37355.55,49930.81,0.0
MSME016,2026-03,1074153.87,1023003.69,14847.74,14847.74,2026-04-20,Yes,0,36302.45,51150.18,0.0
MSME016,2026-04,1090094.54,1038185.28,16521.1,16521.1,2026-05-20,Yes,0,35388.16,51909.26,0.0
MSME016,2026-05,1060033.26,1009555.49,17883.28,17883.28,2026-06-20,Yes,0,32594.5,50477.77,0.0
MSME016,2026-06,1067050.42,1016238.5,20502.59,20502.59,2026-07-20,Yes,0,30309.33,50811.92,0.0
MSME017,2025-07,1074520.79,959393.56,51238.53,51238.53,2025-08-20,Yes,0,63888.69,115127.23,0.0
MSME017,2025-08,1017403.17,908395.69,28409.59,28409.59,2025-09-20,Yes,0,80597.89,109007.48,0.0
MSME017,2025-09,1035172.32,924261.0,28427.9,28427.9,2025-10-20,Yes,0,82483.42,110911.32,0.0
MSME017,2025-10,1065827.18,951631.41,29524.83,29524.83,2025-11-20,Yes,0,84670.94,114195.77,0.0
MSME017,2025-11,1027866.28,917737.75,29095.76,29095.76,2025-12-20,Yes,0,81032.77,110128.53,0.0
MSME017,2025-12,1050765.19,938183.21,33927.06,33927.06,2026-01-20,Yes,0,78654.92,112581.98,0.0
MSME017,2026-01,1096000.58,978571.95,49226.82,49226.82,2026-02-20,Yes,0,68201.81,117428.63,0.0
MSME017,2026-02,1096775.01,979263.4,31324.66,31324.66,2026-03-20,Yes,0,86186.95,117511.61,0.0
MSME017,2026-03,1022896.04,913300.04,43277.94,43277.94,2026-04-21,No,1,66318.06,109596.0,0.0
MSME017,2026-04,1078497.63,962944.31,43998.09,43998.09,2026-05-20,Yes,0,71555.22,115553.32,0.0
MSME017,2026-05,1074264.03,959164.31,46399.8,46399.8,2026-06-20,Yes,0,68699.91,115099.72,0.0
MSME017,2026-06,1035544.03,924592.88,35925.74,35925.74,2026-07-20,Yes,0,75025.4,110951.15,0.0
MSME018,2025-07,846999.65,717796.31,56392.44,56392.44,2025-08-20,Yes,0,72810.9,129203.34,0.0
MSME018,2025-08,1084434.92,919012.64,62060.2,62060.2,2025-10-03,No,13,103362.07,165422.28,0.0
MSME018,2025-09,909782.49,771002.11,40522.31,40522.31,2025-10-20,Yes,0,98258.07,138780.38,0.0
MSME018,2025-10,1065173.82,902689.68,41339.54,41339.54,2025-11-20,Yes,0,121144.61,162484.14,0.0
MSME018,2025-11,1718567.41,1456413.06,107026.06,107026.06,2025-12-20,Yes,0,155128.29,262154.35,0.0
MSME018,2025-12,933897.58,791438.63,44477.43,44477.43,2026-01-20,Yes,0,97981.52,142458.95,0.0
MSME018,2026-01,759944.44,644020.71,44881.0,44881.0,2026-02-20,Yes,0,71042.73,115923.73,0.0
MSME018,2026-02,903400.49,765593.64,58005.17,58005.17,2026-03-24,No,4,79801.68,137806.85,0.0
MSME018,2026-03,929045.25,787326.48,35440.59,35440.59,2026-04-20,Yes,0,106278.18,141718.77,0.0
MSME018,2026-04,815374.97,690995.74,54889.34,54889.34,2026-05-20,Yes,0,69489.9,124379.23,0.0
MSME018,2026-05,1001003.87,848308.36,39828.45,39828.45,2026-07-01,No,11,112867.05,152695.51,0.0
MSME018,2026-06,921925.24,781292.58,45924.53,45924.53,2026-08-03,No,14,94708.13,140632.66,0.0
MSME019,2025-07,2025672.57,1716671.67,114563.92,114563.92,2025-08-20,Yes,0,194436.98,309000.9,0.0
MSME019,2025-08,2095037.41,1775455.43,95404.24,95404.24,2025-09-20,Yes,0,224177.73,319581.98,0.0
MSME019,2025-09,2030544.59,1720800.5,86471.97,86471.97,2025-10-20,Yes,0,223272.12,309744.09,0.0
MSME019,2025-10,3580737.87,3034523.62,171229.59,171229.59,2025-11-20,Yes,0,374984.66,546214.25,0.0
MSME019,2025-11,3108495.46,2634318.19,166265.25,166265.25,2025-12-20,Yes,0,307912.02,474177.27,0.0
MSME019,2025-12,2000021.9,1694933.81,103723.87,103723.87,2026-01-20,Yes,0,201364.21,305088.09,0.0
MSME019,2026-01,1670198.41,1415422.38,92139.03,92139.03,2026-02-20,Yes,0,162637.0,254776.03,0.0
MSME019,2026-02,1896550.51,1607246.19,76865.14,76865.14,2026-03-20,Yes,0,212439.18,289304.32,0.0
MSME019,2026-03,2124637.57,1800540.31,93690.67,93690.67,2026-04-20,Yes,0,230406.58,324097.26,0.0
MSME019,2026-04,2030207.23,1720514.6,135408.49,135408.49,2026-05-20,Yes,0,174284.13,309692.63,0.0
MSME019,2026-05,1829182.37,1550154.55,73311.35,73311.35,2026-06-20,Yes,0,205716.47,279027.82,0.0
MSME019,2026-06,1801447.01,1526650.01,72962.58,72962.58,2026-07-20,Yes,0,201834.42,274797.0,0.0
MSME020,2025-07,989017.31,941921.25,15714.22,15714.22,2025-08-20,Yes,0,31381.85,47096.06,0.0
MSME020,2025-08,916384.12,872746.78,19059.99,19059.99,2025-09-20,Yes,0,24577.35,43637.34,0.0
MSME020,2025-09,987700.33,940666.98,17354.96,17354.96,2025-10-20,Yes,0,29678.39,47033.35,0.0
MSME020,2025-10,972528.22,926217.35,15854.18,15854.18,2025-11-20,Yes,0,30456.68,46310.87,0.0
MSME020,2025-11,1010263.05,962155.29,20472.37,20472.37,2025-12-20,Yes,0,27635.4,48107.76,0.0
MSME020,2025-12,1058199.09,1007808.66,19019.95,19019.95,2026-01-20,Yes,0,31370.48,50390.43,0.0
MSME020,2026-01,1012050.14,963857.28,12562.12,12562.12,2026-02-20,Yes,0,35630.75,48192.86,0.0
MSME020,2026-02,951107.11,905816.3,18668.22,18668.22,2026-03-20,Yes,0,26622.6,45290.81,0.0
MSME020,2026-03,1060847.27,1010330.73,17290.13,17290.13,2026-04-20,Yes,0,33226.41,50516.54,0.0
MSME020,2026-04,943259.74,898342.61,17394.22,17394.22,2026-05-20,Yes,0,27522.91,44917.13,0.0
MSME020,2026-05,1083182.74,1031602.61,16033.32,16033.32,2026-06-20,Yes,0,35546.81,51580.13,0.0
