Date,Description,Credit,Debit,Running_Balance
2024-01-25,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,81141.0,971443.0
2024-01-25,UPI-GPay-Merchant-Daily-Payout,39232.0,0.0,1010675.0
2024-01-26,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,55506.0,955169.0
2024-01-26,CHQ-OUT-COCA COLA BEVERAGES,0.0,10471.0,944698.0
2024-01-26,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,46385.0,898313.0
2024-01-26,UPI-OUT-Local Transport Charges,0.0,13428.0,884885.0
2024-01-27,UPI-OUT-Local Transport Charges,0.0,5691.0,879194.0
2024-01-27,Cash Deposit-Bulk-Guwahati Main Branch,108808.0,0.0,988002.0
2024-01-27,Cash Deposit-Bulk-Guwahati Main Branch,89468.0,0.0,1077470.0
2024-01-27,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,1017470.0
2024-01-28,UPI-GPay-Merchant-Daily-Payout,15957.0,0.0,1033427.0
2024-01-28,UPI-BharatPe-Bulk-Settlement,22009.0,0.0,1055436.0
2024-01-28,RTGS-INW-Regional Sub-Stockist,137837.0,0.0,1193273.0
2024-01-29,Cash Deposit-Bulk-Guwahati Main Branch,113203.0,0.0,1306476.0
2024-01-29,Cash Withdraw-ATM-Self,0.0,13076.0,1293400.0
2024-01-30,Cash Deposit-Bulk-Guwahati Main Branch,145410.0,0.0,1438810.0
2024-01-30,UPI-PhonePe-Corporate-Settlement,39661.0,0.0,1478471.0
2024-01-31,NEFT-INW-Supermarket Distributor Payout,34115.0,0.0,1512586.0
2024-01-31,Cash Deposit-Bulk-Guwahati Main Branch,147119.0,0.0,1659705.0
2024-01-31,Cash Deposit-Bulk-Guwahati Main Branch,122223.0,0.0,1781928.0
2024-01-31,UPI-GPay-Merchant-Daily-Payout,13022.0,0.0,1794950.0
2024-02-01,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,60874.0,1734076.0
2024-02-01,UPI-BharatPe-Bulk-Settlement,18541.0,0.0,1752617.0
2024-02-01,UPI-GPay-Merchant-Daily-Payout,14021.0,0.0,1766638.0
2024-02-01,IMPS-INW-Merchant Settlement,12419.0,0.0,1779057.0
2024-02-02,NEFT-INW-Supermarket Distributor Payout,20372.0,0.0,1799429.0
2024-02-02,Cash Deposit-Bulk-Guwahati Main Branch,125374.0,0.0,1924803.0
2024-02-02,IMPS-INW-Merchant Settlement,18076.0,0.0,1942879.0
2024-02-02,Cash Withdraw-ATM-Self,0.0,13956.0,1928923.0
2024-02-03,IMPS-INW-Merchant Settlement,19797.0,0.0,1948720.0
2024-02-03,UPI-GPay-Merchant-Daily-Payout,30737.0,0.0,1979457.0
2024-02-03,Cash Withdraw-ATM-Self,0.0,9994.0,1969463.0
2024-02-03,UPI-OUT-Local Transport Charges,0.0,9846.0,1959617.0
2024-02-04,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,1924617.0
2024-02-04,UPI-GPay-Merchant-Daily-Payout,25216.0,0.0,1949833.0
2024-02-05,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,61126.0,1888707.0
2024-02-05,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,75259.0,1813448.0
2024-02-06,UPI-BharatPe-Bulk-Settlement,32651.0,0.0,1846099.0
2024-02-06,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,110942.0,1735157.0
2024-02-06,UPI-PhonePe-Corporate-Settlement,37739.0,0.0,1772896.0
2024-02-06,Cash Deposit-Bulk-Guwahati Main Branch,85470.0,0.0,1858366.0
2024-02-07,Cash Deposit-Bulk-Guwahati Main Branch,133078.0,0.0,1991444.0
2024-02-07,UPI-GPay-Merchant-Daily-Payout,22744.0,0.0,2014188.0
2024-02-07,NEFT-INW-Supermarket Distributor Payout,16558.0,0.0,2030746.0
2024-02-07,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,1970746.0
2024-02-08,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,75793.0,1894953.0
2024-02-08,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,1859953.0
2024-02-08,UPI-GPay-Merchant-Daily-Payout,10863.0,0.0,1870816.0
2024-02-09,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,119359.0,1751457.0
2024-02-09,Cash Withdraw-ATM-Self,0.0,4660.0,1746797.0
2024-02-10,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,54010.0,1692787.0
2024-02-10,Cash Deposit-Bulk-Guwahati Main Branch,130432.0,0.0,1823219.0
2024-02-10,RTGS-INW-Regional Sub-Stockist,66910.0,0.0,1890129.0
2024-02-10,RTGS-INW-Regional Sub-Stockist,120094.0,0.0,2010223.0
2024-02-11,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,5865.0,2004358.0
2024-02-11,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,1969358.0
2024-02-12,UPI-GPay-Merchant-Daily-Payout,44502.0,0.0,2013860.0
2024-02-12,RTGS-INW-Regional Sub-Stockist,115946.0,0.0,2129806.0
2024-02-12,UPI-BharatPe-Bulk-Settlement,13354.0,0.0,2143160.0
2024-02-12,UPI-BharatPe-Bulk-Settlement,31129.0,0.0,2174289.0
2024-02-13,Cash Deposit-Bulk-Guwahati Main Branch,146035.0,0.0,2320324.0
2024-02-13,Cash Deposit-Bulk-Guwahati Main Branch,64327.0,0.0,2384651.0
2024-02-13,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,2349651.0
2024-02-14,IMPS-INW-Merchant Settlement,10484.0,0.0,2360135.0
2024-02-14,Cash Withdraw-ATM-Self,0.0,5455.0,2354680.0
2024-02-15,UPI-OUT-Local Transport Charges,0.0,13089.0,2341591.0
2024-02-15,RTGS-INW-Regional Sub-Stockist,77711.0,0.0,2419302.0
2024-02-15,RTGS-INW-Regional Sub-Stockist,131864.0,0.0,2551166.0
2024-02-15,Cash Deposit-Bulk-Guwahati Main Branch,69604.0,0.0,2620770.0
2024-02-16,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,101410.0,2519360.0
2024-02-16,NEFT-INW-Supermarket Distributor Payout,38581.0,0.0,2557941.0
2024-02-16,UPI-BharatPe-Bulk-Settlement,24420.0,0.0,2582361.0
2024-02-17,IMPS-INW-Merchant Settlement,21156.0,0.0,2603517.0
2024-02-17,Cash Deposit-Bulk-Guwahati Main Branch,108627.0,0.0,2712144.0
2024-02-17,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,44516.0,2667628.0
2024-02-17,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,116557.0,2551071.0
2024-02-18,CHQ-OUT-COCA COLA BEVERAGES,0.0,4476.0,2546595.0
2024-02-18,IMPS-INW-Merchant Settlement,22525.0,0.0,2569120.0
2024-02-18,UPI-BharatPe-Bulk-Settlement,17530.0,0.0,2586650.0
2024-02-18,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,93085.0,2493565.0
2024-02-19,Cash Withdraw-ATM-Self,0.0,6514.0,2487051.0
2024-02-19,NEFT-INW-Supermarket Distributor Payout,11608.0,0.0,2498659.0
2024-02-19,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,83497.0,2415162.0
2024-02-19,IMPS-INW-Merchant Settlement,32997.0,0.0,2448159.0
2024-02-20,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,95752.0,2352407.0
2024-02-20,Cash Deposit-Bulk-Guwahati Main Branch,130582.0,0.0,2482989.0
2024-02-20,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,82614.0,2400375.0
2024-02-20,IMPS-INW-Merchant Settlement,44026.0,0.0,2444401.0
2024-02-21,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2384401.0
2024-02-21,Cash Deposit-Bulk-Guwahati Main Branch,98603.0,0.0,2483004.0
2024-02-21,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,69328.0,2413676.0
2024-02-21,UPI-OUT-Local Transport Charges,0.0,7754.0,2405922.0
2024-02-22,Cash Withdraw-ATM-Self,0.0,9164.0,2396758.0
2024-02-22,RTGS-INW-Regional Sub-Stockist,55143.0,0.0,2451901.0
2024-02-22,Cash Withdraw-ATM-Self,0.0,3212.0,2448689.0
2024-02-23,NEFT-INW-Supermarket Distributor Payout,33434.0,0.0,2482123.0
2024-02-23,NEFT-INW-Supermarket Distributor Payout,26139.0,0.0,2508262.0
2024-02-23,IMPS-INW-Merchant Settlement,15385.0,0.0,2523647.0
2024-02-24,Cash Withdraw-ATM-Self,0.0,14857.0,2508790.0
2024-02-24,UPI-PhonePe-Corporate-Settlement,43300.0,0.0,2552090.0
2024-02-24,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,5901.0,2546189.0
2024-02-25,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,113337.0,2432852.0
2024-02-25,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,14330.0,2418522.0
2024-02-26,UPI-PhonePe-Corporate-Settlement,27348.0,0.0,2445870.0
2024-02-26,UPI-PhonePe-Corporate-Settlement,39036.0,0.0,2484906.0
2024-02-26,RTGS-INW-Regional Sub-Stockist,90574.0,0.0,2575480.0
2024-02-26,RTGS-INW-Regional Sub-Stockist,69344.0,0.0,2644824.0
2024-02-27,UPI-GPay-Merchant-Daily-Payout,31457.0,0.0,2676281.0
2024-02-27,RTGS-INW-Regional Sub-Stockist,137970.0,0.0,2814251.0
2024-02-27,UPI-OUT-Local Transport Charges,0.0,4467.0,2809784.0
2024-02-27,RTGS-INW-Regional Sub-Stockist,106841.0,0.0,2916625.0
2024-02-28,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2856625.0
2024-02-28,RTGS-INW-Regional Sub-Stockist,134300.0,0.0,2990925.0
2024-02-29,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,12194.0,2978731.0
2024-02-29,UPI-GPay-Merchant-Daily-Payout,30075.0,0.0,3008806.0
2024-02-29,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,54521.0,2954285.0
2024-02-29,CHQ-OUT-COCA COLA BEVERAGES,0.0,12019.0,2942266.0
2024-03-01,Cash Deposit-Bulk-Guwahati Main Branch,147468.0,0.0,3089734.0
2024-03-01,NEFT-INW-Supermarket Distributor Payout,37123.0,0.0,3126857.0
2024-03-01,UPI-BharatPe-Bulk-Settlement,14494.0,0.0,3141351.0
2024-03-01,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,104804.0,3036547.0
2024-03-02,CHQ-OUT-COCA COLA BEVERAGES,0.0,12814.0,3023733.0
2024-03-02,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,82570.0,2941163.0
2024-03-02,Cash Withdraw-ATM-Self,0.0,7992.0,2933171.0
2024-03-03,IMPS-INW-Merchant Settlement,40823.0,0.0,2973994.0
2024-03-03,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2913994.0
2024-03-04,RTGS-INW-Regional Sub-Stockist,56775.0,0.0,2970769.0
2024-03-04,Cash Deposit-Bulk-Guwahati Main Branch,94759.0,0.0,3065528.0
2024-03-05,UPI-GPay-Merchant-Daily-Payout,31586.0,0.0,3097114.0
2024-03-05,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,41721.0,3055393.0
2024-03-05,IMPS-INW-Merchant Settlement,37910.0,0.0,3093303.0
2024-03-06,IMPS-INW-Merchant Settlement,37083.0,0.0,3130386.0
2024-03-06,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,3095386.0
2024-03-06,UPI-BharatPe-Bulk-Settlement,17826.0,0.0,3113212.0
2024-03-06,NEFT-INW-Supermarket Distributor Payout,29143.0,0.0,3142355.0
2024-03-07,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,53617.0,3088738.0
2024-03-07,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,79582.0,3009156.0
2024-03-07,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,90444.0,2918712.0
2024-03-07,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2858712.0
2024-03-08,UPI-PhonePe-Corporate-Settlement,17096.0,0.0,2875808.0
2024-03-08,NEFT-INW-Supermarket Distributor Payout,20272.0,0.0,2896080.0
2024-03-09,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,109671.0,2786409.0
2024-03-09,Cash Withdraw-ATM-Self,0.0,3622.0,2782787.0
2024-03-10,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,3097.0,2779690.0
2024-03-10,UPI-GPay-Merchant-Daily-Payout,19941.0,0.0,2799631.0
2024-03-10,UPI-OUT-Local Transport Charges,0.0,14733.0,2784898.0
2024-03-11,IMPS-INW-Merchant Settlement,15134.0,0.0,2800032.0
2024-03-11,UPI-PhonePe-Corporate-Settlement,10321.0,0.0,2810353.0
2024-03-12,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,57441.0,2752912.0
2024-03-12,UPI-BharatPe-Bulk-Settlement,41399.0,0.0,2794311.0
2024-03-12,UPI-BharatPe-Bulk-Settlement,44699.0,0.0,2839010.0
2024-03-13,Cash Deposit-Bulk-Guwahati Main Branch,82611.0,0.0,2921621.0
2024-03-13,UPI-GPay-Merchant-Daily-Payout,38518.0,0.0,2960139.0
2024-03-13,Cash Withdraw-ATM-Self,0.0,3810.0,2956329.0
2024-03-13,IMPS-INW-Merchant Settlement,28204.0,0.0,2984533.0
2024-03-14,Cash Withdraw-ATM-Self,0.0,5365.0,2979168.0
2024-03-14,NEFT-INW-Supermarket Distributor Payout,20801.0,0.0,2999969.0
2024-03-15,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,61277.0,2938692.0
2024-03-15,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,100936.0,2837756.0
2024-03-15,RTGS-INW-Regional Sub-Stockist,72277.0,0.0,2910033.0
2024-03-15,IMPS-INW-Merchant Settlement,27020.0,0.0,2937053.0
2024-03-16,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,55641.0,2881412.0
2024-03-16,UPI-GPay-Merchant-Daily-Payout,16232.0,0.0,2897644.0
2024-03-17,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,2862644.0
2024-03-17,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2802644.0
2024-03-17,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,45526.0,2757118.0
2024-03-17,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,66726.0,2690392.0
2024-03-18,CHQ-OUT-COCA COLA BEVERAGES,0.0,4884.0,2685508.0
2024-03-18,Cash Deposit-Bulk-Guwahati Main Branch,142388.0,0.0,2827896.0
2024-03-18,UPI-PhonePe-Corporate-Settlement,12822.0,0.0,2840718.0
2024-03-18,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2780718.0
2024-03-19,UPI-BharatPe-Bulk-Settlement,25782.0,0.0,2806500.0
2024-03-19,IMPS-INW-Merchant Settlement,14845.0,0.0,2821345.0
2024-03-19,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,7747.0,2813598.0
2024-03-20,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,2778598.0
2024-03-20,NEFT-INW-Supermarket Distributor Payout,43556.0,0.0,2822154.0
2024-03-20,UPI-PhonePe-Corporate-Settlement,18238.0,0.0,2840392.0
2024-03-21,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,7822.0,2832570.0
2024-03-21,UPI-PhonePe-Corporate-Settlement,44004.0,0.0,2876574.0
2024-03-22,UPI-OUT-Local Transport Charges,0.0,3314.0,2873260.0
2024-03-22,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,4642.0,2868618.0
2024-03-22,NEFT-INW-Supermarket Distributor Payout,27038.0,0.0,2895656.0
2024-03-22,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,43206.0,2852450.0
2024-03-23,UPI-PhonePe-Corporate-Settlement,20680.0,0.0,2873130.0
2024-03-23,UPI-PhonePe-Corporate-Settlement,42063.0,0.0,2915193.0
2024-03-24,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,2855193.0
2024-03-24,UPI-GPay-Merchant-Daily-Payout,35928.0,0.0,2891121.0
2024-03-24,IMPS-INW-Merchant Settlement,44145.0,0.0,2935266.0
2024-03-24,Cash Withdraw-ATM-Self,0.0,9274.0,2925992.0
2024-03-25,Cash Deposit-Bulk-Guwahati Main Branch,75087.0,0.0,3001079.0
2024-03-25,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,98773.0,2902306.0
2024-03-25,IMPS-INW-Merchant Settlement,32246.0,0.0,2934552.0
2024-03-26,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,82586.0,2851966.0
2024-03-26,UPI-OUT-Local Transport Charges,0.0,5778.0,2846188.0
2024-03-26,Cash Deposit-Bulk-Guwahati Main Branch,70936.0,0.0,2917124.0
2024-03-26,UPI-PhonePe-Corporate-Settlement,43611.0,0.0,2960735.0
2024-03-27,NEFT-INW-Supermarket Distributor Payout,33419.0,0.0,2994154.0
2024-03-27,CHQ-OUT-COCA COLA BEVERAGES,0.0,7035.0,2987119.0
2024-03-28,CHQ-OUT-COCA COLA BEVERAGES,0.0,9761.0,2977358.0
2024-03-28,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,112945.0,2864413.0
2024-03-28,Cash Deposit-Bulk-Guwahati Main Branch,65512.0,0.0,2929925.0
2024-03-28,NEFT-INW-Supermarket Distributor Payout,12593.0,0.0,2942518.0
2024-03-29,NEFT-INW-Supermarket Distributor Payout,30349.0,0.0,2972867.0
2024-03-29,IMPS-INW-Merchant Settlement,20782.0,0.0,2993649.0
2024-03-30,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,40848.0,2952801.0
2024-03-30,Cash Deposit-Bulk-Guwahati Main Branch,84009.0,0.0,3036810.0
2024-03-30,UPI-GPay-Merchant-Daily-Payout,36479.0,0.0,3073289.0
2024-03-31,Cash Deposit-Bulk-Guwahati Main Branch,107364.0,0.0,3180653.0
2024-03-31,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,87763.0,3092890.0
2024-03-31,UPI-BharatPe-Bulk-Settlement,17612.0,0.0,3110502.0
2024-03-31,NEFT-INW-Supermarket Distributor Payout,35377.0,0.0,3145879.0
2024-04-01,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,3110879.0
2024-04-01,UPI-OUT-Customs & Octroi Duty Guwahati,0.0,3575.0,3107304.0
2024-04-01,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,118835.0,2988469.0
2024-04-02,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,91272.0,2897197.0
2024-04-02,UPI-PhonePe-Corporate-Settlement,42680.0,0.0,2939877.0
2024-04-02,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,2904877.0
2024-04-03,NEFT-INW-Supermarket Distributor Payout,13333.0,0.0,2918210.0
2024-04-03,RTGS-OUT-NESTLE INDIA DISTRIBUTOR,0.0,52189.0,2866021.0
2024-04-03,UPI-BharatPe-Bulk-Settlement,36512.0,0.0,2902533.0
2024-04-04,Cash Withdraw-ATM-Self,0.0,5538.0,2896995.0
2024-04-04,UPI-OUT-Shop Warehouse Rent,0.0,35000.0,2861995.0
2024-04-04,CHQ-OUT-COCA COLA BEVERAGES,0.0,5316.0,2856679.0
2024-04-05,UPI-GPay-Merchant-Daily-Payout,10606.0,0.0,2867285.0
2024-04-05,UPI-GPay-Merchant-Daily-Payout,36330.0,0.0,2903615.0
2024-04-06,CHQ-OUT-PEPSICO INDIA HOLDINGS,0.0,110720.0,2792895.0
2024-04-06,Cash Deposit-Bulk-Guwahati Main Branch,93775.0,0.0,2886670.0
2024-04-07,CHQ-OUT-COCA COLA BEVERAGES,0.0,14668.0,2872002.0
2024-04-07,Cash Withdraw-ATM-Self,0.0,9438.0,2862564.0
2024-04-07,UPI-BharatPe-Bulk-Settlement,14276.0,0.0,2876840.0
2024-04-07,NEFT-INW-Supermarket Distributor Payout,21121.0,0.0,2897961.0
2024-04-08,UPI-PhonePe-Corporate-Settlement,43553.0,0.0,2941514.0
2024-04-08,UPI-BharatPe-Bulk-Settlement,39405.0,0.0,2980919.0
2024-04-08,RTGS-INW-Regional Sub-Stockist,62024.0,0.0,3042943.0
2024-04-09,UPI-GPay-Merchant-Daily-Payout,33129.0,0.0,3076072.0
2024-04-09,UPI-OUT-Local Transport Charges,0.0,13675.0,3062397.0
2024-04-10,CHQ-OUT-COCA COLA BEVERAGES,0.0,8192.0,3054205.0
2024-04-10,NEFT-OUT-AMUL DAIRY PRODUCTS,0.0,60134.0,2994071.0
2024-04-11,IMPS-INW-Merchant Settlement,41919.0,0.0,3035990.0
2024-04-11,Cash Withdraw-ATM-Self,0.0,6730.0,3029260.0
2024-04-11,UPI-GPay-Merchant-Daily-Payout,33895.0,0.0,3063155.0
2024-04-12,UPI-GPay-Merchant-Daily-Payout,21755.0,0.0,3084910.0
2024-04-12,Cash Withdraw-ATM-Self,0.0,6806.0,3078104.0
2024-04-12,IMPS-OUT-Staff Salary Disbursal,0.0,60000.0,3018104.0
2024-04-13,UPI-BharatPe-Bulk-Settlement,43320.0,0.0,3061424.0
2024-04-13,UPI-GPay-Merchant-Daily-Payout,19997.0,0.0,3081421.0
2024-04-14,NEFT-INW-Supermarket Distributor Payout,27044.0,0.0,3108465.0
2024-04-14,UPI-OUT-Local Transport Charges,0.0,10145.0,3098320.0
2024-04-14,IMPS-INW-Merchant Settlement,17904.0,0.0,3116224.0
2024-04-14,Cash Deposit-Bulk-Guwahati Main Branch,124391.0,0.0,3240615.0
2024-04-15,CHQ-OUT-COCA COLA BEVERAGES,0.0,5003.0,3235612.0
2024-04-15,RTGS-INW-Regional Sub-Stockist,65983.0,0.0,3301595.0
2024-04-15,UPI-PhonePe-Corporate-Settlement,38266.0,0.0,3339861.0
2024-04-15,UPI-BharatPe-Bulk-Settlement,19103.0,0.0,3358964.0
2024-04-16,UPI-GPay-Merchant-Daily-Payout,38964.0,0.0,3397928.0
